id,income_prob
30146,0.13475079824440672
30772,0.03185478504849247
19298,0.8670352774546802
6064,0.8310965367733583
11436,0.03367648757173088
12984,0.021831052435170934
26915,0.0943801485162597
28053,0.06253920658593737
29131,0.8778226686451661
25124,0.22844133907846065
20299,0.0013585285294410428
10981,0.07592087724820966
2702,0.744015999192443
6718,0.0008782900079410783
15733,0.13325400332203735
10180,0.0007231983259964543
4856,0.02293378749611236
12180,0.04545667260579361
2254,0.5271883179779456
7291,0.01445795015667778
17388,0.5426321579611738
19023,0.10713933985887375
14232,0.3688314980197238
1690,0.0043091363493504104
11058,0.00824028813918649
18515,0.005328492917081994
19637,0.027439782306334842
31561,0.8924045306804532
26017,0.5639411526932773
24334,0.5001677769431979
26786,0.051825285157477176
23362,0.0036518490550507196
29265,0.30548192191909584
1808,0.24337491394827632
13912,0.49544809289038394
1326,0.11277407809325887
4324,0.02492846394106259
7149,0.007770264690746551
11569,0.340793080504323
32045,0.011353955195571579
14865,0.01671915221779473
7595,0.032238898510732396
27889,0.0014841819819887503
20049,0.03093065526926255
18202,0.053518485241515784
14758,0.03818777001317022
637,0.9974672298122237
11493,0.3019500567726288
30639,0.9230940318562425
5278,0.04708818311082374
29797,0.026645684501467166
21422,0.05742715179473733
16250,0.005650770195994208
9035,0.08077908023840948
30972,0.010323469566804319
3666,0.7284334240294675
24597,0.9951354302948023
3490,0.15328740959250015
10214,0.021147009792058913
2597,0.5534590549428936
7569,0.000714306538035406
8507,0.020118253440673067
27475,0.14247715328687616
32410,0.010703992120055102
16257,0.010255928822834163
23271,0.041982339434111254
25663,0.1746019190089581
14093,0.2192141325975877
22879,0.008229639784174075
29818,0.006199516192808081
19977,0.7756624144470776
9348,0.9980845952206142
1509,0.2250338074214386
6430,0.13478374107217014
615,0.01187872409470924
205,0.00265319528428812
25370,0.11827769821245072
10015,0.02400679524688998
9028,0.2172809852538291
2101,0.4061344693870304
29545,0.007746338176305441
21468,0.9741892758277755
9492,0.019741850141472138
12322,0.13518630413905952
22307,0.12463389452700101
27757,0.7299972170101301
4211,0.06891016538218606
26966,0.0011265472688895973
11893,0.06462786256093211
21705,0.06990712780900513
9607,0.0019470472923241854
26592,0.6812705555534444
25177,0.024600104109970013
27289,0.8265525891618848
19049,0.15826084478438895
6433,0.9999394837471677
12191,0.24267676173394112
5287,0.6802411258381889
22499,0.7417921690272521
30697,0.01204354010496669
2609,0.44491844358006183
2044,0.5615478468288191
27906,0.14021448549288876
26451,0.28306744789564925
30247,0.19429008308406506
30775,0.10655977165768361
21848,0.002610740822241588
21139,0.0022588604119100943
18138,0.09036704305626263
14563,0.29370631131410374
21114,0.1547445596448889
30271,0.22064298435273647
8002,0.5690051172972267
17427,0.09748909707147349
13834,0.041319946308890965
22004,0.2237427055236713
5993,0.007450601940868305
500,0.005687730676026354
9003,0.0341165612478328
8564,0.32821256964425133
12798,0.22140845965026962
13106,0.01261428439976512
27530,0.2855049643376737
2308,0.9644996938378478
626,0.29469636315981085
5963,0.00539629382059847
32444,0.2902885573780698
26048,0.0028123923231608487
27907,0.2926690831526848
31277,0.1239328241959045
12454,0.17051092778768528
13145,0.028648130284674035
3479,0.10012901577335476
7479,0.2641447847265726
26851,0.05932833911455438
8965,0.015378714405034122
9615,0.24478970789106907
14475,0.0016275629320144393
13975,0.9390121635561957
1624,0.003785102129601418
15745,0.9930011055857114
11214,0.009926104838061158
17907,0.0017552043295762146
5601,0.6834377255436543
12527,0.016467569339283977
30252,0.24127963044893824
2187,0.10365545356608774
24131,0.9170421239922196
15547,0.0030330177968559717
11984,0.43195305610030643
24250,0.7722522072032557
5696,0.9907616745041318
21182,0.06288987007488757
19559,0.9188194611225999
25203,0.0016104463351338356
16131,0.0004639452792303415
15941,0.8544651136071698
2604,0.001416530079609439
11772,0.09110138247222105
8248,0.12453279479945069
3897,0.0034595663763949502
19299,0.10550307152149971
30528,0.3660069730755197
10571,0.008052471826492985
7797,0.29282551073554086
25980,0.12176168643137199
5625,0.6272274834387325
30546,0.5359981903108753
2817,0.12281700921864197
21861,0.40743022485067704
15113,0.012851964031848984
16931,0.6943227288709555
24280,0.1294389372436543
8348,0.535296788851112
32439,0.05248476088887523
23692,0.06503222112231934
2762,0.32014697376309803
14337,0.25338266035713486
30250,0.01674440151084986
6825,0.37372077047599356
28253,0.012429723377817907
4247,0.004372921249259855
22527,0.9816744648582691
5481,0.00451877579609271
10176,0.013998141766631745
3031,0.05534507015801755
2476,0.01897478400744302
24883,0.5640480561466932
11812,0.12223201886545486
26763,0.30780776315529546
8935,0.39738906115651373
7785,0.10588919923414469
4677,0.44078244352379803
32498,0.2752205640308513
18335,0.023742350760212576
28286,0.49354303802718164
7840,0.45853627954305215
21489,0.9999999999999971
225,0.005027042300476651
10159,0.741580137502809
20139,0.06906818416757117
28955,0.03293887735498761
4906,0.8595630785137068
21499,0.16870692366138282
10996,0.4775995973146829
16160,0.05842195199274838
14322,0.08230313987799776
3032,0.5942379872999068
1184,0.25782225758366417
22763,0.002359396364441739
29183,0.43453934383443105
230,0.06136610161835158
1663,0.2136116778510676
17786,0.6895627900372467
31829,0.04180996839369296
12711,0.4245129688966789
15836,0.158876624025633
8854,0.9886614716473391
2449,0.0008854512343807132
25347,0.0013475075123562778
15027,0.049279926846643674
3647,0.504241531848187
16242,0.0033484617528072337
5250,0.726022984445767
8362,0.26763055123291696
10246,0.13906266039890733
26630,0.08078440405935117
21455,0.018416360149239686
30686,0.03764891998838568
580,0.22764928359277378
9423,0.02210589335149755
28945,0.0012236575072545914
7358,0.01131616794814685
16287,0.36942322039657277
14230,0.009707470295794256
26541,0.09032845956518808
32239,0.021793990980865353
29793,0.24689976319832876
21467,0.9870586867673465
6416,0.9037920749496834
7470,0.10420411210603421
13880,0.14006987753378455
1643,0.9538608061270492
1280,0.23665593964660303
7992,0.3407458986976939
14016,0.4859071526928943
18103,0.07219884004139356
4786,0.004793384383875736
32048,0.013728890549665416
29141,0.1195194031513529
19965,0.006281362848759288
11943,0.972309478138857
22926,0.011522125316839606
12949,0.08049573424296316
31851,0.8115285845483698
7365,0.004756953428306078
5526,0.0057932001328578776
20105,0.15862284401402835
21052,0.01088357497293295
331,0.07966624996160131
23638,0.450068854583564
26033,0.9905067571060975
20427,0.1943366133507335
21197,0.1150740815008579
20684,0.9983011728392226
5802,0.07323258321093092
29739,0.03115098292331657
95,0.020500072667411294
20233,0.0802494445010278
14676,0.5045717448067989
4477,0.05224980740212564
11631,0.012390833809497922
11876,0.29999623684628346
25694,0.8193793144324165
24713,0.9996619942905584
26176,0.016506080152972377
25777,0.8379220237010372
25016,0.02916552349617471
30663,0.09534044829449649
7214,0.15751298900237012
32274,0.17803725343626697
30196,0.0014886298936761687
276,0.8429486849960127
28720,0.19341582040627098
21738,0.0012343653825166662
15173,0.24547345621563402
11964,0.7794258604048157
2519,0.46553565873377173
9522,0.005996566399088243
9486,0.4536277596893249
15020,0.16354642964505559
25845,0.32108535419689244
16391,0.006560492618953067
23185,0.15764412163730465
23819,0.19329422251952366
4104,0.38494740951192336
12612,0.13789022135773202
29207,0.027239373957268342
6994,0.894045347587881
11731,0.03779575808188663
27602,0.1021528067828932
21430,0.8204355037629676
19846,0.026995289624271765
16219,0.021298407459137976
14077,0.4146094494477844
12073,0.2570396725617955
14952,0.08550303163884583
