id,price
1222029077,137169.7295349601
7983100150,218319.22051785793
7575600610,373401.0066828372
7399000360,404068.3587331456
2822079012,279070.1610088521
1492800296,370894.42446518067
3521069142,432210.1023662365
2725069085,840863.0224763325
6848200221,599305.6459982893
5430300106,443820.6987969328
3751600025,208306.89118446162
2856100935,748004.4943704464
1254200045,662930.3054477113
4310701330,392081.2913291443
4136950070,276138.44383354345
8861500065,512516.3151920848
5151600195,378159.9289210436
4077800247,548106.8638199271
7418000130,613697.3310240284
2461900448,411762.8084985331
9293000170,691872.4507813853
2310060230,256309.69552512164
6072100490,522243.7172940876
686400040,522396.07659229496
3300701440,409198.7173075133
6067900060,561889.1970253796
9406530090,353743.4230278442
3047700105,996650.065845807
7202280580,573984.7353086254
8096600050,568164.2739313978
8039900400,372252.0419945426
1860600535,971433.1364191223
3790600080,478920.1903647576
4140930110,726320.9588688096
3438500430,283037.24996836105
4310702838,468136.4012248435
5035300570,617459.0058131138
7110000068,868721.1782076496
9550200310,448459.9156124592
7732410360,770138.6069495111
7203170190,568684.3880190986
5438000060,311769.05676584295
321030070,350286.1618641127
3179100482,428985.85362589784
6021501685,437706.0267333333
7893200486,264687.37942356255
1982200675,812519.4738935789
9542000050,562340.1832457462
9406500540,400682.375996315
844001052,296889.6835115029
2537500140,808009.3172975658
9456200405,193653.7854118871
3244500037,740823.3732743156
8121100715,1016160.0918677399
4017110020,585786.7298750064
1077100035,464662.96697599196
2700200040,381707.53661413386
8588000610,223190.2357684476
3432500760,483867.00914359844
5103300090,702213.2194776491
7215720680,606311.0596658319
2919201335,612255.2419196514
3524039224,672480.439398795
2525059172,680065.2862608499
1788900230,177193.87752549237
3298200620,293816.2350029869
6909700040,807216.3174325662
3362401295,448599.2096493153
7215730580,708454.026172525
3034200036,475028.3605491388
4427100095,426712.3280467818
2619950310,706174.2133140515
7424600020,521452.9429943606
8731950910,344812.91882509616
8563010300,645262.9987653801
6884800180,585405.5515673435
2320069014,439754.05249883217
6804600550,681726.0849326993
2023049372,434933.2327605927
6837820030,499676.03244530916
1938400410,333617.63728087733
8946750170,238687.56424349066
